,genre,mood,title
2085,mystery,cheerful,Brokedown Palace (1999)
2086,drama,dreamy,Detroit Rock City (1999)
2087,western,energetic,Better Than Chocolate (1999)
2088,mystery,energetic,Head On (1998)
2089,horror,dreamy,Heaven Can Wait (1978)
2090,western,energetic,Pit and the Pendulum (1961)
2091,comedy,dreamy,"Masque of the Red Death, The (1964)"
2092,action,dreamy,Haunted Honeymoon (1986)
2093,horror,spooky,Cat's Eye (1985)
2094,fantasy,romantic,Monty Python's And Now for Something Completely Different (1971)
2095,comedy,dreamy,Damien: Omen II (1978)
2096,mystery,cheerful,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)"
2097,fantasy,spooky,Airplane! (1980)
2098,fantasy,reflective,Airplane II: The Sequel (1982)
2099,drama,energetic,"American Werewolf in Paris, An (1997)"
2100,mystery,spooky,European Vacation (aka National Lampoon's European Vacation) (1985)
2101,mystery,gloomy,National Lampoon's Vacation (1983)
2102,action,wild,Funny Farm (1988)
2103,western,cheerful,Big (1988)
2104,fantasy,mysterious,Problem Child (1990)
2105,romance,wild,Problem Child 2 (1991)
2106,fantasy,mysterious,Little Nemo: Adventures in Slumberland (1992)
2107,comedy,reflective,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997)
2108,drama,dreamy,Tequila Sunrise (1988)
2109,action,romantic,"Pelican Brief, The (1993)"
2110,thriller,energetic,"Christmas Story, A (1983)"
2111,comedy,wild,Mickey Blue Eyes (1999)
2112,western,gloomy,Teaching Mrs. Tingle (1999)
2113,drama,reflective,Universal Soldier: The Return (1999)
2114,action,gloomy,Universal Soldier (1992)
2115,western,cheerful,Perfect Blue (1997)
2116,drama,wild,In Too Deep (1999)
2117,western,spooky,"Source, The (1999)"
2118,action,reflective,Iron Eagle (1986)
2119,thriller,gloomy,Iron Eagle II (1988)
2120,romance,reflective,Aces: Iron Eagle III (1992)
2121,mystery,romantic,Iron Eagle IV (1995)
2122,romance,gloomy,Three Days of the Condor (3 Days of the Condor) (1975)
2123,horror,spooky,Hamlet (1964)
2124,drama,romantic,Medicine Man (1992)
2125,drama,dreamy,On the Ropes (1999)
2126,western,cheerful,"13th Warrior, The (1999)"
2127,mystery,wild,"Astronaut's Wife, The (1999)"
2128,horror,spooky,Dudley Do-Right (1999)
2129,mystery,spooky,"Muse, The (1999)"
2130,drama,reflective,Chill Factor (1999)
2131,fantasy,spooky,Outside Providence (1999)
2132,mystery,reflective,Bedrooms & Hallways (1998)
2133,mystery,spooky,West Beirut (West Beyrouth) (1998)
2134,western,dreamy,Stigmata (1999)
2135,romance,gloomy,Stir of Echoes (1999)
2136,mystery,mysterious,"Black Cat, White Cat (Crna macka, beli macor) (1998)"
2137,thriller,energetic,"Minus Man, The (1999)"
2138,action,wild,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)"
2139,drama,energetic,Only Angels Have Wings (1939)
2140,comedy,energetic,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)"
2141,comedy,cheerful,Saturn 3 (1980)
2142,mystery,romantic,"Soldier's Story, A (1984)"
2143,fantasy,gloomy,I Saw What You Did (1965)
2144,mystery,dreamy,Yellow Submarine (1968)
2145,romance,spooky,American Beauty (1999)
2146,romance,wild,Stop Making Sense (1984)
2147,western,gloomy,Blue Streak (1999)
2148,western,spooky,For Love of the Game (1999)
2149,mystery,wild,Caligula (1979)
2150,drama,romantic,"Hard Day's Night, A (1964)"
2151,action,gloomy,Sugar Town (1999)
2152,horror,reflective,"Buddy Holly Story, The (1978)"
2153,drama,reflective,Fright Night (1985)
2154,fantasy,cheerful,Fright Night Part II (1988)
2155,horror,spooky,Barefoot in the Park (1967)
2156,romance,energetic,Deliverance (1972)
2157,romance,mysterious,Excalibur (1981)
2158,fantasy,reflective,"Pajama Game, The (1957)"
2159,western,dreamy,Sommersby (1993)
2160,drama,romantic,Thumbelina (1994)
2161,action,mysterious,Tommy (1975)
2162,thriller,mysterious,Hell Night (1981)
2163,mystery,romantic,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991)
2164,fantasy,gloomy,Armour of God (Long xiong hu di) (1987)
2165,thriller,cheerful,Double Jeopardy (1999)
2166,horror,energetic,Jakob the Liar (1999)
2167,mystery,spooky,Mumford (1999)
2168,action,romantic,Dog Park (1998)
2169,horror,wild,Guinevere (1999)
2170,fantasy,gloomy,"Adventures of Elmo in Grouchland, The (1999)"
2171,drama,mysterious,Simon Sez (1999)
2172,mystery,reflective,Drive Me Crazy (1999)
2173,drama,energetic,"Mystery, Alaska (1999)"
2174,romance,wild,Three Kings (1999)
2175,mystery,spooky,"Happy, Texas (1999)"
2176,drama,reflective,New Rose Hotel (1998)
2177,horror,romantic,Plunkett & MaCleane (1999)
2178,romance,mysterious,Romance (1999)
2179,western,wild,Alvarez Kelly (1966)
2180,drama,gloomy,And the Ship Sails On (E la nave va) (1983)
2181,thriller,spooky,"Dark Half, The (1993)"
2182,romance,reflective,Gulliver's Travels (1939)
2183,romance,mysterious,Monkey Shines (1988)
2184,comedy,cheerful,Phantasm (1979)
2185,western,cheerful,Psycho II (1983)
2186,horror,romantic,Psycho III (1986)
2187,drama,cheerful,Sanjuro (Tsubaki Sanjûrô) (1962)
2188,western,wild,Random Hearts (1999)
2189,romance,cheerful,Superstar (1999)
2190,western,reflective,Boys Don't Cry (1999)
2191,fantasy,dreamy,"Limey, The (1999)"
2192,comedy,gloomy,Risky Business (1983)
2193,western,gloomy,Total Recall (1990)
2194,drama,reflective,Body Heat (1981)
2195,horror,gloomy,Ferris Bueller's Day Off (1986)
2196,drama,gloomy,"Year of Living Dangerously, The (1982)"
2197,fantasy,romantic,High Plains Drifter (1973)
2198,comedy,cheerful,Hang 'Em High (1968)
2199,horror,romantic,Drunken Master (Jui kuen) (1978)
2200,drama,cheerful,"Conformist, The (Conformista, Il) (1970)"
2201,drama,spooky,Hairspray (1988)
2202,fantasy,energetic,Brief Encounter (1946)
2203,horror,spooky,"Razor's Edge, The (1984)"
2204,action,cheerful,Reds (1981)
2205,drama,cheerful,Return with Honor (1998)
2206,mystery,gloomy,Time of the Gypsies (Dom za vesanje) (1989)
2207,thriller,dreamy,Days of Heaven (1978)
2208,horror,cheerful,"Lady Eve, The (1941)"
2209,thriller,mysterious,Sullivan's Travels (1941)
2210,comedy,romantic,"Palm Beach Story, The (1942)"
2211,action,energetic,Niagara (1953)
2212,action,wild,Gilda (1946)
2213,western,spooky,South Pacific (1958)
2214,comedy,mysterious,Flashdance (1983)
2215,thriller,dreamy,Indochine (1992)
2216,horror,gloomy,"Dirty Dozen, The (1967)"
2217,action,wild,Help! (1965)
2218,horror,mysterious,Goldfinger (1964)
2219,horror,energetic,From Russia with Love (1963)
2220,thriller,cheerful,Dr. No (1962)
2221,western,spooky,"Blue Lagoon, The (1980)"
2222,action,energetic,"Fistful of Dollars, A (Per un pugno di dollari) (1964)"
2223,action,spooky,Sydney (Hard Eight) (1996)
2224,action,mysterious,Home Alone 2: Lost in New York (1992)
2225,horror,wild,Someone to Watch Over Me (1987)
2226,fantasy,wild,Fight Club (1999)
2227,horror,romantic,"Story of Us, The (1999)"
2228,romance,cheerful,Fever Pitch (1997)
2229,thriller,romantic,Julien Donkey-Boy (1999)
2230,thriller,reflective,"Omega Code, The (1999)"
2231,mystery,cheerful,"Straight Story, The (1999)"
2232,drama,reflective,"Bad Seed, The (1956)"
2233,western,romantic,Time Bandits (1981)
2234,comedy,cheerful,"Man and a Woman, A (Un homme et une femme) (1966)"
2235,mystery,dreamy,Fitzcarraldo (1982)
2236,drama,romantic,All That Jazz (1979)
2237,comedy,gloomy,Red Sorghum (Hong gao liang) (1987)
2238,comedy,mysterious,Crimes and Misdemeanors (1989)
2239,fantasy,reflective,Bats (1999)
2240,action,gloomy,"Best Man, The (1999)"
2241,comedy,dreamy,Bringing Out the Dead (1999)
2242,romance,gloomy,Crazy in Alabama (1999)
2243,romance,cheerful,Three to Tango (1999)
2244,comedy,cheerful,Body Shots (1999)
2245,drama,dreamy,"Guardian, The (1990)"
2246,action,reflective,"Ipcress File, The (1965)"
2247,romance,energetic,On Any Sunday (1971)
2248,action,mysterious,RoboCop (1987)
2249,western,gloomy,RoboCop 2 (1990)
2250,comedy,dreamy,Who Framed Roger Rabbit? (1988)
2251,western,gloomy,Melvin and Howard (1980)
2252,horror,romantic,For Your Eyes Only (1981)
2253,comedy,gloomy,Licence to Kill (1989)
2254,western,gloomy,Live and Let Die (1973)
2255,fantasy,gloomy,Rawhead Rex (1986)
2256,horror,energetic,Thunderball (1965)
2257,mystery,wild,House on Haunted Hill (1999)
2258,action,energetic,Music of the Heart (1999)
2259,western,romantic,Being John Malkovich (1999)
2260,comedy,spooky,Princess Mononoke (Mononoke-hime) (1997)
2261,comedy,romantic,My Best Fiend (Mein liebster Feind) (1999)
2262,drama,wild,Train of Life (Train de vie) (1998)
2263,action,romantic,"Bachelor, The (1999)"
2264,drama,wild,"Bone Collector, The (1999)"
2265,comedy,cheerful,"Insider, The (1999)"
2266,mystery,wild,American Movie (1999)
2267,comedy,mysterious,Last Night (1998)
2268,drama,cheerful,Rosetta (1999)
2269,drama,reflective,"They Shoot Horses, Don't They? (1969)"
2270,horror,mysterious,Bride of Re-Animator (1990)
2271,action,reflective,Bustin' Loose (1981)
2272,drama,gloomy,Coma (1978)
2273,comedy,spooky,Creepshow (1982)
2274,action,wild,Creepshow 2 (1987)
2275,thriller,cheerful,Re-Animator (1985)
2276,comedy,dreamy,Drugstore Cowboy (1989)
2277,drama,cheerful,Falling Down (1993)
2278,thriller,gloomy,"Funhouse, The (1981)"
2279,fantasy,spooky,"General, The (1926)"
2280,horror,romantic,Piranha (1978)
2281,fantasy,energetic,"Taming of the Shrew, The (1967)"
2282,fantasy,energetic,Nighthawks (1981)
2283,fantasy,gloomy,Yojimbo (1961)
2284,western,spooky,Repossessed (1990)
2285,comedy,spooky,"Omega Man, The (1971)"
2286,western,spooky,Spaceballs (1987)
2287,mystery,wild,Robin Hood (1973)
2288,mystery,romantic,Mister Roberts (1955)
2289,thriller,romantic,"Quest for Fire (Guerre du feu, La) (1981)"
2290,thriller,dreamy,Little Big Man (1970)
2291,action,romantic,"Face in the Crowd, A (1957)"
2292,drama,spooky,Trading Places (1983)
2293,western,dreamy,Meatballs (1979)
2294,horror,wild,Meatballs Part II (1984)
2295,thriller,mysterious,Meatballs III (1987)
2296,drama,reflective,Meatballs 4 (1992)
2297,romance,energetic,Dead Again (1991)
2298,fantasy,spooky,Peter's Friends (1992)
2299,thriller,mysterious,"Incredibly True Adventure of Two Girls in Love, The (1995)"
2300,fantasy,reflective,Under the Rainbow (1981)
2301,horror,wild,Anywhere But Here (1999)
2302,western,romantic,Dogma (1999)
2303,fantasy,spooky,"Messenger: The Story of Joan of Arc, The (1999)"
2304,fantasy,spooky,Pokémon: The First Movie (1998)
2305,romance,gloomy,Felicia's Journey (1999)
2306,drama,energetic,Oxygen (1999)
2307,action,reflective,Where's Marlowe? (1998)
2308,horror,mysterious,"Commitments, The (1991)"
2309,romance,mysterious,Holiday Inn (1942)
2310,mystery,wild,"Longest Day, The (1962)"
2311,action,reflective,Poison Ivy (1992)
2312,action,romantic,Poison Ivy: New Seduction (1997)
2313,drama,wild,Tora! Tora! Tora! (1970)
2314,romance,wild,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)
2315,fantasy,mysterious,"Verdict, The (1982)"
2316,action,mysterious,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)"
2317,action,mysterious,Stand and Deliver (1988)
2318,fantasy,cheerful,Moonstruck (1987)
2319,mystery,energetic,"Sandpiper, The (1965)"
2320,action,reflective,Jeremiah Johnson (1972)
2321,drama,cheerful,Repulsion (1965)
2322,horror,mysterious,Irma la Douce (1963)
2323,action,energetic,42 Up (1998)
2324,horror,gloomy,Liberty Heights (1999)
2325,action,reflective,Mansfield Park (1999)
2326,fantasy,gloomy,Sleepy Hollow (1999)
2327,horror,energetic,"World Is Not Enough, The (1999)"
2328,drama,energetic,All About My Mother (Todo sobre mi madre) (1999)
2329,mystery,wild,Babes in Toyland (1934)
2330,fantasy,gloomy,Scrooged (1988)
2331,drama,energetic,Harvey (1950)
2332,thriller,wild,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948)
2333,comedy,spooky,Matewan (1987)
2334,action,cheerful,Kagemusha (1980)
2335,romance,cheerful,McCabe & Mrs. Miller (1971)
2336,horror,spooky,Maurice (1987)
2337,fantasy,dreamy,"Grapes of Wrath, The (1940)"
2338,action,dreamy,My Man Godfrey (1957)
2339,drama,mysterious,"Shop Around the Corner, The (1940)"
2340,drama,energetic,"Natural, The (1984)"
2341,comedy,cheerful,Shampoo (1975)
2342,drama,mysterious,"River Runs Through It, A (1992)"
2343,romance,cheerful,Fatal Attraction (1987)
2344,thriller,romantic,Jagged Edge (1985)
2345,western,spooky,Stanley & Iris (1990)
2346,drama,romantic,Midnight Run (1988)
2347,action,energetic,Awakenings (1990)
2348,mystery,mysterious,Come See the Paradise (1990)
2349,romance,romantic,Backdraft (1991)
2350,comedy,wild,"Fisher King, The (1991)"
2351,thriller,cheerful,"River, The (1984)"
2352,drama,dreamy,Places in the Heart (1984)
2353,western,cheerful,'night Mother (1986)
2354,western,romantic,End of Days (1999)
2355,western,gloomy,Toy Story 2 (1999)
2356,western,reflective,Flawless (1999)
2357,romance,gloomy,Ride with the Devil (1999)
2358,romance,spooky,"Distinguished Gentleman, The (1992)"
2359,fantasy,spooky,"End of the Affair, The (1999)"
2360,drama,romantic,Holy Smoke (1999)
2361,fantasy,romantic,Sweet and Lowdown (1999)
2362,thriller,dreamy,Bonfire of the Vanities (1990)
2363,horror,mysterious,Daddy Long Legs (1919)
2364,western,cheerful,Grand Illusion (La grande illusion) (1937)
2365,fantasy,spooky,"Great Santini, The (1979)"
2366,thriller,cheerful,Stealing Home (1988)
2367,western,gloomy,"Two Jakes, The (1990)"
2368,action,wild,U2: Rattle and Hum (1988)
2369,thriller,dreamy,Hell in the Pacific (1968)
2370,fantasy,energetic,Cradle Will Rock (1999)
2371,horror,spooky,Deuce Bigalow: Male Gigolo (1999)
2372,thriller,spooky,"Green Mile, The (1999)"
2373,romance,cheerful,"Cider House Rules, The (1999)"
2374,western,cheerful,"War Zone, The (1999)"
2375,thriller,mysterious,"Last Picture Show, The (1971)"
2376,thriller,spooky,"7th Voyage of Sinbad, The (1958)"
2377,western,mysterious,Anna and the King (1999)
2378,western,spooky,Bicentennial Man (1999)
2379,mystery,cheerful,Stuart Little (1999)
2380,thriller,wild,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)"
2381,drama,gloomy,Fantasia 2000 (1999)
2382,action,gloomy,Magnolia (1999)
2383,romance,spooky,Onegin (1999)
2384,western,dreamy,Simpatico (1999)
2385,romance,romantic,Topsy-Turvy (1999)
2386,mystery,energetic,Boiling Point (1993)
2387,horror,romantic,Carnal Knowledge (1971)
2388,action,reflective,Easy Rider (1969)
2389,western,gloomy,The Falcon and the Snowman (1985)
2390,horror,dreamy,Room at the Top (1959)
2391,horror,mysterious,Any Given Sunday (1999)
2392,mystery,energetic,Man on the Moon (1999)
2393,mystery,wild,Galaxy Quest (1999)
2394,drama,cheerful,"Talented Mr. Ripley, The (1999)"
2395,western,wild,Next Friday (2000)
2396,mystery,cheerful,"Hurricane, The (1999)"
2397,romance,mysterious,Angela's Ashes (1999)
2398,fantasy,energetic,Titus (1999)
2399,action,wild,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)"
2400,fantasy,wild,"Third Miracle, The (1999)"
2401,mystery,energetic,Snow Falling on Cedars (1999)
2402,horror,romantic,"Girl, Interrupted (1999)"
2403,thriller,reflective,My Dog Skip (1999)
2404,action,wild,Supernova (2000)
2405,horror,cheerful,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)"
2406,mystery,dreamy,"Way We Were, The (1973)"
2407,thriller,cheerful,Stalag 17 (1953)
2408,drama,cheerful,"Presidio, The (1988)"
2409,fantasy,cheerful,Papillon (1973)
2410,romance,cheerful,"Last Detail, The (1973)"
2411,drama,dreamy,Five Easy Pieces (1970)
2412,comedy,reflective,Dead Calm (1989)
2413,comedy,gloomy,"Boys from Brazil, The (1978)"
2414,mystery,cheerful,Against All Odds (1984)
2415,drama,dreamy,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)
2416,thriller,spooky,Fast Times at Ridgemont High (1982)
2417,fantasy,gloomy,"Cry in the Dark, A (1988)"
2418,western,spooky,Batman: Mask of the Phantasm (1993)
2419,romance,romantic,American Flyers (1985)
2420,western,spooky,"Star Is Born, A (1937)"
2421,mystery,energetic,Pacific Heights (1990)
2422,western,mysterious,"Draughtsman's Contract, The (1982)"
2423,romance,reflective,"Zed & Two Noughts, A (1985)"
2424,action,dreamy,Woman in the Dunes (Suna no onna) (1964)
2425,western,romantic,Down to You (2000)
2426,drama,dreamy,"Odessa File, The (1974)"
2427,thriller,reflective,Where the Buffalo Roam (1980)
2428,drama,wild,Eye of the Beholder (1999)
2429,comedy,energetic,"Big Tease, The (1999)"
2430,action,dreamy,"Cup, The (Phörpa) (1999)"
2431,comedy,dreamy,Encino Man (1992)
2432,horror,energetic,"Goodbye Girl, The (1977)"
2433,fantasy,dreamy,Malcolm X (1992)
2434,fantasy,wild,Sister Act (1992)
2435,western,reflective,Sister Act 2: Back in the Habit (1993)
2436,thriller,mysterious,"Hand That Rocks the Cradle, The (1992)"
2437,western,reflective,Alive (1993)
2438,mystery,cheerful,Agnes of God (1985)
2439,western,mysterious,Scent of a Woman (1992)
2440,fantasy,cheerful,Wayne's World (1992)
2441,action,wild,Wayne's World 2 (1993)
2442,drama,gloomy,"League of Their Own, A (1992)"
2443,fantasy,spooky,Patriot Games (1992)
2444,drama,gloomy,"Bodyguard, The (1992)"
2445,comedy,mysterious,Death Becomes Her (1992)
2446,action,wild,Far and Away (1992)
2447,comedy,reflective,Howards End (1992)
2448,mystery,wild,Singles (1992)
2449,comedy,mysterious,Twin Peaks: Fire Walk with Me (1992)
2450,fantasy,dreamy,White Men Can't Jump (1992)
2451,western,wild,Buffy the Vampire Slayer (1992)
2452,comedy,romantic,Hard-Boiled (Lat sau san taam) (1992)
2453,action,romantic,Man Bites Dog (C'est arrivé près de chez vous) (1992)
2454,mystery,gloomy,"Mariachi, El (1992)"
2455,drama,wild,Stop! Or My Mom Will Shoot (1992)
2456,drama,energetic,Forever Young (1992)
2457,romance,reflective,"Cutting Edge, The (1992)"
2458,mystery,wild,Of Mice and Men (1992)
2459,thriller,energetic,Bad Lieutenant (1992)
